00:00:05 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
00:00:05 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
09:52:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:52:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:52:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:52:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:52:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:52:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:52:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:52:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:52:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:52:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:52:37 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:52:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:52:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:52:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:52:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:52:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:52:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:52:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:52:57 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:52:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:53:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:53:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:53:07 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:53:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:53:10 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
09:53:10 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
09:53:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:53:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:53:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:53:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:53:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:53:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:53:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:53:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:53:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:53:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:53:37 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:53:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:53:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:53:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:53:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:53:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:53:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:53:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:53:57 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:53:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:54:05 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
09:54:05 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
09:54:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:54:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:54:07 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:54:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:54:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:54:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:54:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:54:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:54:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:54:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:54:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:54:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:54:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:54:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:54:37 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:54:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:54:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:54:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:54:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:54:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:54:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:54:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:54:57 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:54:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:55:00 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
09:55:00 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
09:55:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:55:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:55:07 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:55:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:55:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:55:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:55:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:55:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:55:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:55:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:55:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:55:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:55:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:55:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:55:37 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:55:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:55:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:55:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:55:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:55:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:55:55 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
09:55:55 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
09:55:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:55:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:55:57 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:55:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:56:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:56:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:56:07 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:56:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:56:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:56:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:56:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:56:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:56:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:56:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:56:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:56:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:56:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:56:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:56:37 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:56:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:56:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:56:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:56:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:56:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:56:50 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
09:56:50 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
09:56:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:56:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:56:57 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:56:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:57:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:57:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:57:07 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:57:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:57:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:57:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:57:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:57:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:57:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:57:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:57:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:57:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:57:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:57:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:57:37 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:57:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:57:45 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
09:57:45 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
09:57:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:57:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:57:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:57:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:57:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:57:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:57:57 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:57:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:58:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:58:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:58:07 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:58:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:58:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:58:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:58:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:58:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:58:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:58:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:58:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:58:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:58:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:58:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:58:37 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:58:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:58:40 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
09:58:40 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
09:58:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:58:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
09:58:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
09:58:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
09:58:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
09:58:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
